model,katman,katman_ad,n_noron,pencere,seyreklik,k,birlesim,rastgele,bagimsizlik,ardisik_jaccard
Qwen2.5-0.5B,0,model.layers.0.mlp.down_proj,4864,2,0.5,4,0.9189777265794644,0.9375,0.9576633750387759,0.35932192734362767
Qwen2.5-0.5B,0,model.layers.0.mlp.down_proj,4864,2,0.5,6,0.9727036943319838,0.984375,0.9759044012015149,0.35932192734362767
Qwen2.5-0.5B,0,model.layers.0.mlp.down_proj,4864,2,0.5,8,0.9904971664929652,0.99609375,0.9887186978125911,0.35932192734362767
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.09095955239404555
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.1,2,0.183226017741271,0.18999999999999995,0.9247335304585673,0.09095955239404555
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.1,3,0.2567958268833849,0.2709999999999999,0.9169346601367544,0.09095955239404555
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.1,4,0.3215121238755041,0.3439,0.9082087899774667,0.09095955239404555
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.1,6,0.4306850474929928,0.46855899999999995,0.8972377488895747,0.09095955239404555
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.1,8,0.5189816473423657,0.5695327899999999,0.8923373537817579,0.09095955239404555
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.14268049042880804
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.2,2,0.34985902255639095,0.3599999999999999,0.9366188909774442,0.14268049042880804
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.2,3,0.4682271510577915,0.4879999999999999,0.9313442745062209,0.14268049042880804
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.2,4,0.5624596086237205,0.5903999999999999,0.9284313745484645,0.14268049042880804
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.2,6,0.6985606119588913,0.7378559999999998,0.9269406903685956,0.14268049042880804
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.2,8,0.788873192417926,0.8322278399999999,0.9314255955858036,0.14268049042880804
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.20400201784727892
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.3,2,0.49834279083839733,0.51,0.9444894801828444,0.20400201784727892
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.3,3,0.6362047697368421,0.657,0.941750055285272,0.20400201784727892
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.3,4,0.7335590941991521,0.7599,0.9427247101525377,0.20400201784727892
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.3,6,0.8526091138534205,0.882351,0.9489279040534326,0.20400201784727892
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.3,8,0.9159307419228765,0.94235199,0.9588679594856964,0.20400201784727892
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.3561374743683875
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.5,2,0.7374291089453084,0.75,0.9497164357812338,0.3561374743683875
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.5,3,0.8589275348297214,0.875,0.957140092879257,0.3561374743683875
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.5,4,0.9225345911746459,0.9375,0.9657933512563334,0.3561374743683875
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.5,6,0.975210133784906,0.984375,0.9810789858785155,0.3561374743683875
Qwen2.5-0.5B,1,model.layers.1.mlp.down_proj,4864,2,0.5,8,0.9913903725898905,0.99609375,0.9905191762441887,0.3561374743683875
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.08728947727596444
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.1,2,0.1838435987228345,0.18999999999999995,0.9315955413648285,0.08728947727596444
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.1,3,0.25781048439112486,0.2709999999999999,0.9228683297726605,0.08728947727596444
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.1,4,0.3228502901716472,0.3439,0.91369532665702,0.08728947727596444
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.1,6,0.43263229263988373,0.46855899999999995,0.9025211503175441,0.08728947727596444
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.1,8,0.5221005406461698,0.5695327899999999,0.8989799000963701,0.08728947727596444
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.13988563733631082
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.2,2,0.3507087496137605,0.3599999999999999,0.9419296850860037,0.13988563733631082
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.2,3,0.4701984165376677,0.4879999999999999,0.9381889463113465,0.13988563733631082
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.2,4,0.5646140846344743,0.5903999999999999,0.9339500118710921,0.13988563733631082
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.2,6,0.7010488035918198,0.7378559999999998,0.9315668201002123,0.13988563733631082
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.2,8,0.7917750944502345,0.8322278399999999,0.936015558015026,0.13988563733631082
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.20110222385654442
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.3,2,0.4995365125141621,0.51,0.9501738691150575,0.20110222385654442
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.3,3,0.6385041763415893,0.657,0.9481909701445077,0.20110222385654442
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.3,4,0.7362027097766517,0.7599,0.9484729501557984,0.20110222385654442
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.3,6,0.8558320843714315,0.882351,0.9544623163202801,0.20110222385654442
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.3,8,0.9194115587545596,0.94235199,0.9642868215517781,0.20110222385654442
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.3524549120741903
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.5,2,0.7394427850448038,0.75,0.957771140179215,0.3524549120741903
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.5,3,0.8603291892414862,0.875,0.9608778379772964,0.3524549120741903
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.5,4,0.9238186330265743,0.9375,0.9687283040607413,0.3524549120741903
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.5,6,0.9765288429097891,0.984375,0.9838014821363389,0.3524549120741903
Qwen2.5-0.5B,2,model.layers.2.mlp.down_proj,4864,2,0.5,8,0.9925290678738927,0.99609375,0.9928144990213901,0.3524549120741903
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.09871227358151403
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.1,2,0.18194378283036355,0.18999999999999995,0.9104864758929289,0.09871227358151403
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.1,3,0.25353336235810114,0.2709999999999999,0.8978559202228142,0.09871227358151403
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.1,4,0.3167673489039396,0.3439,0.888755018056333,0.09871227358151403
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.1,6,0.4235923226149694,0.46855899999999995,0.8779932727595023,0.09871227358151403
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.1,8,0.5108235083376759,0.5695327899999999,0.8749623393451945,0.09871227358151403
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.15040324117914858
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.2,2,0.34749974250695237,0.3599999999999999,0.921873390668453,0.15040324117914858
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.2,3,0.4640794311145511,0.4879999999999999,0.9169424691477471,0.15040324117914858
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.2,4,0.5573787774015097,0.5903999999999999,0.9154169503112441,0.15040324117914858
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.2,6,0.6932318430135991,0.7378559999999998,0.9170332635753792,0.15040324117914858
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.2,8,0.784473928478374,0.8322278399999999,0.9244672434519399,0.15040324117914858
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.20848753085692118
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.3,2,0.496492864223916,0.51,0.9356803058281713,0.20848753085692118
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.3,3,0.6336655056759547,0.657,0.9346372708009935,0.20848753085692118
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.3,4,0.7310124179247235,0.7599,0.9371872535871352,0.20848753085692118
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.3,6,0.8516358967870861,0.882351,0.9472567176618327,0.20848753085692118
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.3,8,0.9159812239447629,0.94235199,0.9589465488302803,0.20848753085692118
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.35758723736755826
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.5,2,0.736643352816974,0.75,0.9465734112678961,0.35758723736755826
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.5,3,0.8580487293601652,0.875,0.9547966116271072,0.35758723736755826
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.5,4,0.9219578023213733,0.9375,0.9644749767345674,0.35758723736755826
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.5,6,0.9752291926191218,0.984375,0.9811183331491546,0.35758723736755826
Qwen2.5-0.5B,3,model.layers.3.mlp.down_proj,4864,2,0.5,8,0.9915401902032308,0.99609375,0.9908211708033628,0.35758723736755826
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.12692591986676335
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.1,2,0.17750926974971676,0.18999999999999995,0.8612141083301867,0.12692591986676335
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.1,3,0.24447682856037153,0.2709999999999999,0.844893734271179,0.12692591986676335
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.1,4,0.3029761173870334,0.3439,0.8322104033908709,0.12692591986676335
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.1,6,0.40079674037163915,0.46855899999999995,0.8161427081461562,0.12692591986676335
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.1,8,0.48126872720166747,0.5695327899999999,0.8120172548581059,0.12692591986676335
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.1732711035192702
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.2,2,0.34093085346070656,0.3599999999999999,0.8808178341294167,0.1732711035192702
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.2,3,0.4518837880546956,0.4879999999999999,0.8745964863010267,0.1732711035192702
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.2,4,0.5402031524661358,0.5903999999999999,0.8714220093907169,0.1732711035192702
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.2,6,0.6702870341534309,0.7378559999999998,0.8743735017429034,0.1732711035192702
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.2,8,0.759124218342887,0.8322278399999999,0.8843713974109194,0.1732711035192702
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.23129970882656598
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.3,2,0.48753009449994855,0.51,0.893000449999755,0.23129970882656598
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.3,3,0.6186605069659443,0.657,0.8926064620894798,0.23129970882656598
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.3,4,0.7121726682866302,0.7599,0.8962223707036968,0.23129970882656598
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.3,6,0.8305868336707152,0.882351,0.9111117413221839,0.23129970882656598
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.3,8,0.8974563574778531,0.94235199,0.9301074282930968,0.23129970882656598
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.37352500767426444
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.5,2,0.7282313768153259,0.75,0.9129255072613036,0.37352500767426444
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.5,3,0.8473974458204334,0.875,0.9263931888544891,0.37352500767426444
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.5,4,0.9118086612035984,0.9375,0.9412769398939391,0.37352500767426444
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.5,6,0.9678238217585383,0.984375,0.9658298255660146,0.37352500767426444
Qwen2.5-0.5B,4,model.layers.4.mlp.down_proj,4864,2,0.5,8,0.9869634249609172,0.99609375,0.9815955652755496,0.37352500767426444
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.13562650747016453
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.1,2,0.17624433515295085,0.18999999999999995,0.8471592794772321,0.13562650747016453
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.1,3,0.24090637899896797,0.2709999999999999,0.8240139122746669,0.13562650747016453
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.1,4,0.2969250853065867,0.3439,0.8074009237662431,0.13562650747016453
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.1,6,0.3899761886224437,0.46855899999999995,0.7867836319895694,0.13562650747016453
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.1,8,0.465090053413236,0.5695327899999999,0.7775602922497405,0.13562650747016453
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.18690892644516927
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.2,2,0.337239046889484,0.3599999999999999,0.8577440430592755,0.18690892644516927
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.2,3,0.44297560307017547,0.4879999999999999,0.8436652884381096,0.18690892644516927
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.2,4,0.526815430798263,0.5903999999999999,0.8371296895447312,0.18690892644516927
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.2,6,0.6493243440516973,0.7378559999999998,0.8353989619000204,0.18690892644516927
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.2,8,0.7342182614643042,0.8322278399999999,0.8449774395640414,0.18690892644516927
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.24526220821901001
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.3,2,0.48227361533113605,0.51,0.8679695968149336,0.24526220821901001
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.3,3,0.6078419278895768,0.657,0.8623023190184224,0.24526220821901001
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.3,4,0.6979815621445559,0.7599,0.8653654319298888,0.24526220821901001
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.3,6,0.8120036592961694,0.882351,0.879201133502251,0.24526220821901001
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.3,8,0.876965134835852,0.94235199,0.8982071260273544,0.24526220821901001
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.38231460193831285
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.5,2,0.7237320881398702,0.75,0.8949283525594809,0.38231460193831285
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.5,3,0.8397220072239422,0.875,0.9059253525971792,0.38231460193831285
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.5,4,0.9032872925498914,0.9375,0.9217995258283231,0.38231460193831285
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.5,6,0.9599058899096854,0.984375,0.9494831275554795,0.38231460193831285
Qwen2.5-0.5B,5,model.layers.5.mlp.down_proj,4864,2,0.5,8,0.9811726485148515,0.99609375,0.969922819053559,0.38231460193831285
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.1513227593622424
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.1,2,0.1738488451436811,0.18999999999999995,0.8205427238186793,0.1513227593622424
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.1,3,0.23606327399380805,0.2709999999999999,0.7956916607825036,0.1513227593622424
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.1,4,0.28947933900320544,0.3439,0.7768730586437288,0.1513227593622424
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.1,6,0.37825500557977787,0.46855899999999995,0.7549809001537825,0.1513227593622424
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.1,8,0.45034319632621156,0.5695327899999999,0.7461527795028152,0.1513227593622424
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.19968509531975492
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.2,2,0.33362891389432486,0.3599999999999999,0.835180711839531,0.19968509531975492
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.2,3,0.43588952850877194,0.4879999999999999,0.8190608628776807,0.19968509531975492
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.2,4,0.5168928853014166,0.5903999999999999,0.8117133332515797,0.19968509531975492
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.2,6,0.6363213530312468,0.7378559999999998,0.8112233628169007,0.19968509531975492
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.2,8,0.7195011236321001,0.8322278399999999,0.8216992210151647,0.19968509531975492
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.2539892949295709
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.3,2,0.47889884707487895,0.51,0.8518992717851378,0.2539892949295709
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.3,3,0.601624580753354,0.657,0.8448867808217199,0.2539892949295709
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.3,4,0.6895361292782546,0.7599,0.847001803170808,0.2539892949295709
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.3,6,0.8025857566438285,0.882351,0.8630289235252081,0.2539892949295709
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.3,8,0.8691212871287128,0.94235199,0.8859959897200796,0.2539892949295709
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.3880903344854764
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.5,2,0.7207125798228449,0.75,0.8828503192913795,0.3880903344854764
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.5,3,0.8356899832301342,0.875,0.8951732886136913,0.3880903344854764
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.5,4,0.8993806386361286,0.9375,0.9128700311682939,0.3880903344854764
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.5,6,0.9581281467351811,0.984375,0.9458129480984384,0.3880903344854764
Qwen2.5-0.5B,6,model.layers.6.mlp.down_proj,4864,2,0.5,8,0.9810085819437208,0.99609375,0.9695921021857679,0.3880903344854764
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.1741147382731814
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.1,2,0.17051189617880316,0.18999999999999995,0.7834655130978134,0.1741147382731814
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.1,3,0.22902113970588237,0.2709999999999999,0.7545095889232891,0.1741147382731814
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.1,4,0.2793035395770861,0.3439,0.7351518637846909,0.1741147382731814
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.1,6,0.363147027146268,0.46855899999999995,0.7139888787040014,0.1741147382731814
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.1,8,0.43198117509119327,0.5695327899999999,0.7070457743562347,0.1741147382731814
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.2128328356676983
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.2,2,0.33001355057163456,0.3599999999999999,0.8125846910727166,0.2128328356676983
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.2,3,0.42926986584107335,0.4879999999999999,0.7960759230592828,0.2128328356676983
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.2,4,0.5080596952228311,0.5903999999999999,0.789087334074875,0.2128328356676983
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.2,6,0.6255158050451571,0.7378559999999998,0.7911333238732249,0.2128328356676983
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.2,8,0.7082489252214695,0.8322278399999999,0.8039015257877122,0.2128328356676983
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.26530682779732034
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.3,2,0.47462647414769804,0.51,0.8315546387985621,0.26530682779732034
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.3,3,0.5945751902734777,0.657,0.8251405890013381,0.26530682779732034
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.3,4,0.6809477109399235,0.7599,0.8283272688408859,0.26530682779732034
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.3,6,0.7935145625713692,0.882351,0.8474520737001725,0.26530682779732034
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.3,8,0.8607530777748826,0.94235199,0.8729685382851893,0.26530682779732034
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.5,1,0.5,0.5,0.0,0.3958268614104009
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.5,2,0.7167238515810072,0.75,0.8668954063240286,0.3958268614104009
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.5,3,0.8304111035861713,0.875,0.8810962762297901,0.3958268614104009
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.5,4,0.8939439593888946,0.9375,0.9004433357460447,0.3958268614104009
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.5,6,0.9542340619485103,0.984375,0.9377735472485375,0.3958268614104009
Qwen2.5-0.5B,7,model.layers.7.mlp.down_proj,4864,2,0.5,8,0.9783216356175091,0.99609375,0.964175895417971,0.3958268614104009
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.1,1,0.0999177631578947,0.09999999999999998,-82236.84210530158,0.24338275723950553
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.1,2,0.16123047880832217,0.18999999999999995,0.6803386534258022,0.24338275723950553
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.1,3,0.21063999613003095,0.2709999999999999,0.6470175212282515,0.24338275723950553
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.1,4,0.25271874353737983,0.3439,0.6261531100343577,0.24338275723950553
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.1,6,0.3227905539551542,0.46855899999999995,0.6044908792219271,0.24338275723950553
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.1,8,0.3801841779572694,0.5695327899999999,0.5967297362922607,0.24338275723950553
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.2,1,0.1998355263157894,0.19999999999999996,-164473.68421060315,0.27407650151420165
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.2,2,0.3145052271088681,0.3599999999999999,0.7156576694304261,0.27407650151420165
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.2,3,0.4001435113519091,0.4879999999999999,0.6949427477496847,0.27407650151420165
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.2,4,0.46807182879226555,0.5903999999999999,0.6866593975211721,0.27407650151420165
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.2,6,0.5712763904027821,0.7378559999999998,0.6902895763973669,0.27407650151420165
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.2,8,0.6465346534653466,0.8322278399999999,0.706287552071966,0.27407650151420165
Qwen2.5-0.5B,8,model.layers.8.mlp.down_proj,4864,2,0.3,1,0.29995888157894735,0.30000000000000004,-41118.42105264385,0.3193810117204492
